id,lyrics,label,augmentation
T1_TRAIN_1183,"pendiente de mi terreno

Para todo el que quiera saberlo
Somos los que pelean el cerco
De tanta guerra por acá, las calles de Tijuana parecen infierno
Soy de trabajo y no de pleito
Pero si buscan, me defiendo
Metiéndole jale a los gringos y a todos los clientes los tengo contentos

Y para presentarme tengo que contarles que hace mucho tiempo también sufrí hambre
Preferí las calles en vez de estudiarle, me gustó el refuego que pueden contarme
Todo lo he vivido que aunque de morillo, pero bien curtido tuve mis motivos
La necesidad fue más grande que el miedo, nunca me ha importado meterme en enredos
Por clave yo soy el Búho de Tijuana, pendiente de mi terreno

Fierro
Así nomás, viejones
Eah

En el Zeta ya me han quemado
Pero nada me han comprobado
Piensan que porque uno chambea ya tiene el instinto por andar matando
Desde La Tía hasta San Diego
Me mirarán en el refuego
Mando saludos para el Cinco, al Dos, y al Once sin olvidar al viejo",NM,original
T1_TRAIN_1184,"Y en definitiva, esto es definitivo
Y es que nuestro adiós ya tiene nombre y apellido
Fue lindo mientras fue pero ya no se debe
Porque de poder, seguro que se puede
Voy a extrañar tus besos y tu forma diferente
De hacerme el amor, de tu figura exacta
Porque lo que me hacías tú
A ella aún le falta

Si todo tiene un por qué
¿Por qué nosotros? No encuentro respuesta
Y asimilar que llegamos tarde
Caray, cómo me cuesta
Y si todo tiene un final
¿Por qué este tiene que ser tan duro?
¿Quién inventó las reglas?
Si nos conociera las cambiaría, te lo aseguro

Y el ruido del adiós
Lo prefiero en silencio
Y si todavía tengo opción
Aún no lo des por hecho",M,original
T1_TRAIN_1185,"Nena Nena
Como tú no hay ninguna Como tú no hay ninguna
Delacalle Delacalle
Oh-oh
Hey

Hey, girl, ¿qué quieres hacer?
Quítate la ropa mientras yo te canto y llegamos al placer
¿Qué quieres hacer? Tu boca y tu piel
Tú tienes nivel, eso yo lo sé, eso yo lo sé Ah
Tú eres mi shorty, te robo donde sea
Te vi con un tipo y te fuiste conmigo, que el tipo te puso pelea
Yo sé que te vas conmigo
Porque yo soy quien te pone loca
Nos damos besitos en la boca
Me preguntas si tengo otra mami
Eso no importa
Yo sé que tú quieres que yo te quiera
Pero lo hago a mi manera Ah, vivo a mi manera
Chica, estoy para ti
Vamos a hacer lo que tú quieras
Estoy para ti, tú estás para mí
Vamos a matar la curiosidad
Me gusta cuando estamos en la intimidad
Me pide que le cante en la oscuridad
Y yo le digo solo

Nena, es que como tú no hay ninguna
Brillas en la noche como lo hace la luna
Me pones demasiado mal, me vuelves un animal
Si tu cuerpo es prohibido, soy un criminal

Me pide que le dé cariño, que nadie le hace lo que le hago yo
Me pide que le cante lento, ella baja lento y se me olvida todos
Empezamos como a las 7 y con tanto juego se hicieron las 2
Ella era fría como el hielo y yo soy el fuego que la derritió, uh-ah
Y es que no sé cómo decírtelo
Yo quiero que seas mi nena Mi nena, mi nena, mi nena
Por favor, no me digas que no, hmm
Te regalaré mi corazón
Tú eres la nena que quiero yo
Y yo que solo pido de tu amor
Nena, mi nena Mami, mi nena jajaja, you know
Me pide que la devore, que nunca la ignore cuando llame para eso
Quiere que vaya para la casa, que le quite la ropa y que me la coma a besos
Si tú me tienes pegao', como un niño a un caramelo
Yo no te prometo las estrellas pero, cariño mío, por ti yo bajo el cielo, cielo, ah
Tú eres mi chica ideal y yo tu favorito, mai, tu criminal
Paso mucho estrés y me quieren ver mal
Pero ya contigo a mí eso me da igual
Sabes cómo soy y de dónde vengo
Nena, soy de calle y en ella mantengo
Tú ya me conoces, no tengo dinero
Tú serás mi nena y yo tu callejero, what

jajaja Mi nena, mi nena
Dhax produce Mi nena
Dario jajaja, jajaja
Uoh, uoh, soy un criminal",M,original
T1_TRAIN_1186,"Mañana, hallaran mi puerta abierta
Mi cuerpo caído donde este
Y mis ojos, igual que si te vieran
Clavados en tu foto en la pared
Primero pensaran si estoy dormida
Y se acercaran un poco para ver
Y allí verán un sobre a tu nombre
Y dentro un papel diciéndote:
Amor mío, lo he intentado todo créeme
Sin ti no puedo seguir viviendo
Amor mío
Que seas siempre siempre muy feliz
Perdóname, te quiero
La gente pensara seguramente
Pobre chica que infeliz tuvo que ser
Algunos te echaran a ti la culpa
Y no, no es cierto yo me lo busque
Un día si la vida te hace daño
Y te sientes que no sabes lo que hacer
Si algo te sirve de consuelo
Recuerda este papel diciéndote:",NM,original
T1_TRAIN_1187,"Puede que te digan tus amigas
Que muy mal la estoy pasando desde aquella, tu partida
Que me la paso llorando y que no salgo ni a la esquina
Por temor a no encontrarte, que mi vida es un fracaso
Puede que te digan que he guardado todas tus fotografía
Que me aferro como un loco en esperanza que algún día te despiertes recordando
Que a pesar de mis errores tuvimos hermosos días

También es probable que te cuenten
Que frecuento los lugares donde me abrazabas fuerte
Que no soy nada discreto, y cuando alguien te menciona
No sé quedarme callado y le digo a esa persona

Yo, yo era el amor de su vida
Yo disfruté sus caricias y su primer beso fue mío, y fue mía
Yo, yo entre sus brazos dormía
Yo le arrancaba sonrisas mientras le cantaba canciones bonitas

Yo no supe lo que tenía
Me acostumbré a la rutina y la hice llorar ese maldito día",NM,original
T1_TRAIN_1188,"lamo'-Bailamo'-Ba—, wuh

Todo lo que dije, eh-eh-eh-eh

Todo lo que dije, no me importa
Cuando me mira con esa maldad
¿No ve' que a mí no me asusta? Puedo ser injusta
Si vo' me venís a buscar, sabe' que no
Me someteré a la tentación
Nadie más hace que yo
Sienta esta química, tensión sexual

En la disco quiero tu mordisco, oh yes
Gateando la disco, oh yes, sir
Dame en la disco, oh yes

To the floor tan nasty que eres fanático
Bailando en la pista, sudando alcohol
Me 'tá perreando el corazón
Bailamo', que parece un delito
Junto' no' podríamo' condenar
Cometamo' una tragedia
Y si nos atrapan, para escapar
Tenemo' la excusa perfecta

A esta vida de crímen yo me someto
Es un tatuaje en mí, te lo prometo
Si esto es condena, hagámoslo en secreto
Raspemo' las rodilla' en el cemento

Sí, soy presa de esta mala decisión
Con la navaja al corazón
No puedo ya más curarlo ahora
Somos un asesinato a la razón Oh-oh
Yo me quedaré hasta que vos no
Puedas ya más soltarme, yeah-eh-eh, oh Oh-oh

Todo lo que dije, todo lo que dije
To-Todo lo que dije, todo lo—todo lo—
Bailamo', que parece un delito
Bailamo', que—bailamo', que—
Bailamo'-Bailamo'-Bailamo'-Bai—",NM,original
T1_TRAIN_1189,"Yo sé que soy, yo
Soy la mujer de tu vida
La hembra que soñabas tener
Desde que tú eras niño
A quien has sabido esperar
Con tu cara de inocente
Queriendo disimular
Lo que te dicen la gente
Ay de mí

Que soy la hembra mala
Que me gusta el trago
Que me gustan los hombres
Y tú no le haces caso, mi amor
Que no le hacеs caso, ay Dios
Por siempre te amaré

La mujer de tu vida

Yo soy la hembra que te ajusta
Yo soy tu número estándar
De ayer y de hoy
Y quizás de mañana
Ya ves, que soy tu querer
Siempre te llevo en mi mente
Por eso no debes llevarte, mi amor
De lo que dicen la gente
Por eso, no debres oír no, no, no
Ay de mí

¡Suénalo, Ricky!",NM,original
T1_TRAIN_1190,"Siempre supe que tendría que llegar
El día en que me decidiera a olvidar
Olvidar todo lo que nunca hicimos bien
Ay dime, por qué conmigo el amor es cruel?

¿Que es lo que tendria que pasar?
Para que mi cuerpo deje de temblar
Mis manos y mis piernas parecen bailar
Te amo pero esto tiene que acabar

Y siento que me derrumbo por dentro
Y no sé si lo sientes también
Es el momento de acabar con este sentimiento
Borrarte y no verte más

La ultima lagrima
Que viene directo del corazón
Que me ahoga y corta la respiracion
Mi ultimo intento por entender tu traición
Que cae al suelo por ti, por ti
por ti, lágrima

De un dia al otro nuestro amor se destruyó
Y algo en nuestros cuerpos de desconectó
Intenté explicarte que fue lo que nos pasó
Lo escribi en la arena pero el mar lo borró",NM,original
T1_TRAIN_1191,"Suave que me estás matando que estás acabando con mi juventud
Yo quisiera haberte sido infiel y pagarte con una traición
Eres como una espinita que se me ha clavado en el corazón

Lai-la-la-ira, la-ra-ira-la

Yo que sufro por mi gusto este cruel martirio que me da tu amor
No me importa lo que me hagas, si en tus besos vivе toda mi ilusión
Y que pase lo que pasе, este pecho amante es nomás de ti
Y aunque yo quisiera, no podré olvidarte porque siempre vas dentro de mí

Oh-oh-oh",NM,original
T1_TRAIN_1192,"Tenés todo el tiempo, pero aprendiste el juego
Y eso preocupa, eso preocupa mucho
El final del día no te dio un buen indicio
Antes que nada, acá no hay residuos

Un espejismo a la vez, vamos despacio
¿qué bobo no arruga con el payaso?

Los pibitos flotando
Rezan un duro tango
Mi damita jugando en la puerta",NM,original
T1_TRAIN_1193,"oh-oh-oh-oh, oh-oh, oh

Mi cielo se nubló y en un instante todo se pintó de negro
Y enmudeció el eco de tu voz
Inexplicablemente me dijiste adiós
Y la noche apareció y con ella un manto frío, llegó el silencio
Y la luz de tu mirada se apagó
Yo hubiera dado todo porque te quedarás, pero no

¿En dónde está la cura para mi dolor?
No encuentro las palabras
Ni la fe que desde que no estás me falta

Me faltas tú
Como el rocío le hace falta a la mañana
Más que el aire para respirar, me faltas
Y en mi vida tu calor, y el eco de tu voz
Y los días son más largos con tu ausencia
Extraño tanto tu mirada, tu presencia
Sin ti mi mundo es gris, y no puedo ser feliz
Tu espacio está vacío

Oh-oh-oh-oh-oh-oh-oh, oh-oh, oh
¡Je!",NM,original
T1_TRAIN_1194,"Nocturno de celaje deslumbrante
Tu encanto rememoro a cada instante
Romance del momento en que vivieras
Con el alma iluminada, descubriendo en tu mirada
Un amor que nadie tuvo para mi
Aunque aciago el destino, dividió nuestro camino
Y angustiado para siempre te perdí

Fatalidad signo cruel, que en mi rodar se llevo
El mas valioso joyel que tu querer me brindo
El calor permanente de un cariño
Que ha habido como un niño de ti tanto espere

Porque te fuiste mujer, como un sueño fugaz
Dejando en todo mi ser una ansiedad pertinaz
Ahora espero en las noches tu regreso
Al sitio donde un beso fue chispa de mi fe

Estrella fugitiva de mi anhelo
Te llevas por desconocido cielo
Detente no me robes la alegría
Sin tu influjo luminoso, mi existencia es un destrozo
Oh, gitana son tus ojos mi guion
No te apartes del camino, bella luz que me iluminas
Oh gitana mi nocturno de pasión",NM,original
T1_TRAIN_1195,"No existe gloria en morir por una idea
La gloria se encuentra en disfrutar y vivir de ella
Dejar que el tiempo la deseche cuando se haga vieja
Y sonreír recordando lo bobo que eras
Soy la pasión en persona perdona porque
Pude ponerme pesado a pesar en pensar que eso es malo
Pero no me arrepiento mi hermano
La pasión es la sensación que más satisfacción me ha dado
Están lloviendo realidades
De ti depende quedarte en casa o salir a la calle a empaparte
Esta chunga la cosa vale no voy a engañarte
Hoy es el día de enfrentarse a la hora H
Mejor prepararse antes de que la gorda cante
Porque si no después lo mismo va a ser tarde
Que no te engañen los que hablen de escaparse
Huir de la realidad no es ser moderno es cobarde
A veces el pan nos hace al hambre
Mi estomago ruge exigiendo el fin de injusticias sociales
Se habla de crisis como si fuera los más importante
A mi me raya más ver en la calle a un niño que insulta a su madre
Después de mi Streaptease solo me queda quitarme la carne
Y dejarme con el alma al aire
Todos los días la tele habla de que muere alguien
En un complot intentan desmoralizarme
Pero no podrán con mi moral de hierro
Si el mundo es una mierda escribo raps de papel higiénico
Ser triste no es un merito
Meterse en la pose del místico a mi me parece patético

Si no me importa lo que me cuenten a mi
Con quererlo todo me es suficiente aquí
La gente adora compadecerse Chojín
Escribe solamente lo que siente

Por fin he entendido porque no entiendo el mundo
Era tan simple, es porque el mundo es incomprensible
Los patos feos no se vuelven cisnes
En el mejor de los casos entienden que los cisnes son los grises
Los tristes, los simples, los normales
Yo no quiero ser normal ya lo sabes
Busco darme frases especiales a personas especiales
Que entienden lo estúpido que es creerse invulnerable
Que la clave hombre no hay clave
A veces las cosas salen y otras pues no salen
Creer en un dios está bien
Pero decir que todo lo que pasas por él, es irresponsable
Veo que dicen que en el fondo todos somos buenos
Pero no entiendo de donde se han sacado eso
La gente no es como te gustaría
La gente es como es, injusta como la vida misma
Si, huir de la realidad es una opción pues claro
Yo la respeto pero tío, no la comparto
Me gusta saber lo que hago a veces la cago
Pero si puedo hago digestión inversa y la descago
No todo es reversible pero si no se puede arreglar
Pues ya está
El mundo y yo giramos en sentidos diferentes
Yo necesito de él y el alguien que le moleste",M,original
T1_TRAIN_1196,"Ella está dispuesta a verme donde sea
A cambiar su vida si se lo pidiera
Es capaz de todo por robarse un beso
Por una caricia y por más que eso

Ella es el amor que duele cuando no se tiene cerca de la piel
Como el mar en calma que de pronto arrasa con mi timidez
Cuando la encontré yo supe que era la mujer que había esperado siempre es
El amor que un día soñé

Yo por ella lucharé aunque me cueste el alma
Aunque arriesgue todo en casa es
La pasión hecha mujer, lo que yo esperaba
La razón cediendo al paso de este amor
Desenfrenado es, ella es

Yo soy para ella un jardín prohibido
Sabe bien mi historia nunca le he mentido
Se me parte el alma cuando a veces llora
Y sueña despierta que ella es mi señora

Mi vida por siempre te amaré",M,original
T1_TRAIN_1197,"Poco a poco me voy acercando a ti
Poco a poco la distancia se va haciendo menos
Yo no sé si tú vives pensando en mí
Porque yo sólo pienso en tu amor y en tus besos

Qué bonito es querer como quiero yo
Qué bonito, entregarse todito completo
Yo no sé, ni pregunto, cómo es tu amor
Pero a ti, como a mí, no te cabe en el cuerpo

No me digas, que no sufriste
Que no extrañaste todos mis besos
Algunas noches que estuve lejos",NM,original
T1_TRAIN_1198,"Sentado en una hielera
Y escuchando un corrido
Le jale a un cuerno de chivo
Rodeado por mis amigos
Por los versos recordaba
Todo lo que en vida he sido

Se me calento el terreno
Me buscaban por mafioso
Me achacaban varias muertes
Por la prensa publicaron
Y como si fuera poco
Hasta rifles me achacaron

Me pierdo por temporadas
Cuando no hay que dar la cara
Me oscurece y me a manece
Si se trata de una chamba
Yo no tengo quien me empuje
Solito me aviento al agua

Me gusta escuchar consejos
Pero no me manden nada
Cuando algo me sale mal
A mi nadie me regaña
Me paseo por donde quiera
Con damas y camaradas",NM,original
T1_TRAIN_1199,"a resistirse a los detalles

Amigo que te pasa estas llorando
Seguro es por desdenes de mujeres
No hay golpe mas mortal para los hombres
Que el llanto y el desprecio de esos seres

Amigo voy a darte un buen consejo
Si quieres disfrutar de sus placeres
Consigue una pistola si es que quieres
O comprate una daga si prefieres
Y vuélvete asesino de mujeres

Mátalas
Con una sobredosis de ternura
Asfixialas con besos y dulzura
Contagialas de todas tus locuras

Despiertalas con una serenata
Sin ser un día especial llévales flores
No importa si es la peor de las ingratas
Que tu no eres un santo sin errores",M,original
T1_TRAIN_1200,"Sentémonos a pensar
La vida ha de continuar
Fingiendo amor donde no hay
Y fingiendo una sinceridad

Es cierto, se debe admitir
El mundo está lleno de maldad
Pero al estudiar la situación
Entraremos en razón
Y ya verás

Cuando descanses te hablaré de un algo extraño
Y vida mía te diré mi desengaño
¿Quién tocó, Mayimbe?, qué bonito
Hay que vivir el momento
Que nos importa el pasado
No ves que al pasar el tiempo
Todito queda olvidado, olvidado es
Pero recuerdo que dijiste que me querías
Que nunca me olvidarías
Y ahora vivo convencido
Que eso eran mentiras tuya, mentiras tuyas son",NM,original
T1_TRAIN_1201,"tan común
Últimamente

Perros callejeros, topes y baches
Tos permanente y migrañas constantes
Tenis colgados del poste de luz
Como yo del cable, como el metro bus

Territorial con los aerosoles
Un cuadro en blanco, una cuadra de colores
Licorerías en cada esquina
Limosneros piden limosna al de la limosina

Los diputados, ellos viven y bien
Y desde sus mansiones eso es lo que no ven
Que somos muchos, muchos más de cien
Que creen que el cambio está adentro de cada quien

El sentido común no ha sido tan común
Últimamente

Chavos banda, piercings en el mentón
El ozono lleva piercing y se siente muy chingón
Respeta a la banda, no sea hocicón
Te sacan el fierro, piercing en el pulmón

El hombre limón del metro dando cuerda
La mujer de Polanco más pintada que una puerta
La prostipipié escondiéndose la verde
La fiesta es buena y la vida es culera

La tele promueve al conformismo
El chorrillo mental ha creado un abismo
Hay que quererse uno mismo
Para tocar en Molotov promoviendo el cinismo",M,original
T1_TRAIN_1202,"La lealtad
De un pistolero
Se le aplaude
Y se le admira

Porke son hombres
Completos nunca
Andan con la mentira
Y tren en su intimidario
A los que traen en la mira

Cuando cumple años
El jefe
Siempre salen
Los regalos

Unos le tren sementales
Otros traen carros del año
Otros arriesgan su vida
Y el regalo sale caro

Se dio cuenta barbarino
Y un acerrimo enemigo
En el que mas se estorbaba
Y el emprendio su camino

Iba a rifarse
Su suerte
Al buscar
A aquel bandido

Tu le estorbas a mi jefe
Y matarte lo he planiado
Toda la jente del chaca
Por dequiera te ha buscado

Esta vez io veno por ti
Tu eres mi regalo caro

Se agarraron a balazos
Barbarino tubo suerte

En el rostro del bandido
Se le dibujo la muerte
Y lo subi a su marquiz
Para llebarselo al jefe

No tengo mucho dinero
Para regalarle un carro",NM,original
T1_TRAIN_1203,"Te debo
Mi vida
Cuernito de armani rameado
Salvaste mi vida a la hora de pelear
Saliendo de un antro quisieron tumbarme
Mi cuernito armani tuve que accionar
Reina creo que me vienen siguiendo
Detenme el bukanas les voy atorar
Reina hermosa pasame mi cuerno
Brincale al volante y no mires paratras
Cortaba cartuchos seguía rafageando macizo
Montado en mi raptor no podia blanquear
Me traiban cortito no podia rajarme
Ya andaba emperrado tenia que matar
Reina hermosa no estes tan nerviosa
Pisale hasta el fondo nos van a alcanzar
Nomas que se acomoden mis brazos
Los hago pedazos se van a sentar
Sabian que era bravo por eso querian venadearme
Presenciaba el miedo no puedo negar
Plomazo y plomazo no queria aflojarle
Mi suerte de perro volvió a relumbrar
Una bala traspaso al piloto
Les volteo la troca
No pudo hacer mas
Lo confiezo me senti perdido
Me salio la yuca me pude fugar
Te debo mi vida poderoso armani rameado
No te me rajaste a la hora de pelear
Tengo la costumbre de andar ensillado
La gente es corriente no puedo confiar
Fue un regalo de un señor muy grande
Que es pieza importante halla en culiacan
Sigo firme y macizo a la empresa
Dedo en el gatillo listo para accionar",NM,original
T1_TRAIN_1204,"Se pone complicado si no tengo el día
Está todo al revés de cómo lo querías
Tú nunca pensaste que me iba a atrever
Yo salté al vacío y lo pensé después
Siempre en mi burbuja sin mirar atrás

Sin buscarlo, tuve el mundo en mis manos
No mentía, no te extraño, eso ya pasó
Todo eso ya pasó
Las noches de bar en bar, evitándonos
Despertar en otro hotel, devorándonos
Cuando todo iba de estar juntos en cualquier lugar
Eso ya pasó, ya pasó, yeh, ya no hay vuelta atrás

Cuando te jodo no me hables
You are fucking with a bitch that is never average
Con mucha actitud
No es nada personal, lo sabías de antes
Estoy buscando los diamantes
Tú en el calima con tus boys, boys, yo Jimmy Choo
22 pop that pussy 4 the 2-2, eh, yeah",NM,original
T1_TRAIN_1205,"a adelante y para atrás
Tú bailas de minifalda
Que risa que me da
Porque se te ve la tanga
Y no puedes esperar

Que te lleven de la mano
Que te inviten a un hotel
No lo haces por dinero
Sólo lo haces por placer

Laura, siempre cuando bailas a ti se te ve la tanga
Y de lo rápida que sos
Vos te sacas tu tanga
Vos te sacas la bombachita

Y le das para abajo
Para bajo, para bajo",M,original
T1_TRAIN_1206,"t tickets as low as $119
Siempre ke me hablan de ti... Es para ser me llorar...
Siempre ke me hablan de ti es para darme la keja...
Ke te a ido muy mal....
Kon lagrimas te adverti... Solo te van a engañar...
Y hoy de fracaso en fracaso mensionas mi nombre.....
Y eso me hace llorar....
Cuanto kieres.... Porke me olvides..
Cuanto kieres porke te alejes..
Cuanto valen.. Tus desprecios...
Y me dejes vivir en paz...
Pobre leña de pirul... Ke no sirves... Ni pa arder...
No mas para ser llorar...
Cuanto kieres, por ke te larges
Pobre leña de pirul.. Ke no sirves.. Ni pa arder...",NM,original
T1_TRAIN_1207,"Yo pare'co una correa porque doy fuetazo'
Las gente, me dicen: Alfa, balbara-sa-sa-zo
Yo soy un Jordan, tú viene' siendo Puma
Tiene' que quitarte, llegó el toro con tutuma
El que no amaga
¿Tú me va a da' lu' y la de tu casa no la paga'?
En el movimiento, soy el má' completo
Mi fe no mueve montaña', es el país completo
A lado de mí, tú no respira'
Cuando compre' un carro con motor atrá', usted me tira
Yo soy el hombre que tu mujer ama
Y jugando bolita', tú ere' el que mama
Yo he matado pila 'e perra' bola' Wuh
Para llega' a cien millone' nada má' me falta una tingola
Lo mío llega por el muelle, por eso 'toy fuerte como Popeye
Tengo tiguere', que si te pasa', a ti te dan tus reye'
Tú ha' visto lo' mismo' culo' que Teodoro Reye'
Tú lo que quiere' es que esta patana te atropelle
Yo soy millonario y canto como José Reye'
A la verdad que este pajarito ha llegado lejo'
La familia de mi papá son de Marmolejo
Yo vivo la vida como venga, no me quejo
Y tengo la cabeza sin pela', como un ovejo
Soy el que toda' la' mujere' se la cosme
Mi boca ha visto má' vulva' que la de Erika Cosme
'Toy en la ramada con mi familia amada
Esperándote, como la Nissan, Armada Yeh

Tú no ere' un demagogo, tú rompiste el record
Tú ere' la sílaba completa Woh

Tú ere' un demaga-ge-gi-go-gu
Un demaga-ge-gi-go-gu Woh

Que el padre me los proteja y que el hijo los bendiga
Aquí se hace lo que yo diga
Tú ere' bueno, pero esto es otra liga
Quítate, no siga', yeh
Me roncan y salen palomi Yeh
Flow bacanísimo el de bori con domi
Ya todos eso' culo' yo me los comí
Y el de tu doña sin condón, y Woh
Me acostumbré a ser ganador Yeh
Los tengo sin batería y le rompimo' el cargador
Tengo al diablo trabajando 'e productor
Pero tranquilo, Jesucristo es mi manejador Yeh
La baby dijo que no trae ropa interior
Que le duele, pero le gusta el dolor
Louis Vui, Prada, Gucci, Christian Dior
Dime en qué size y en qué color, y yo te lo compro
Pero dale, baila como trompo Yeh-yeh
La compe la rompo
Siempre Ferragamo, no me ronque' con Retro ni Frompo

Tengo la calle igualita que el anafe de mi abuela, brrm, prendía'
El Alfa El Jefe
Bad Bunny
Chael Produciendo
Bad Bunny, baby, jeje
El Conejo Malo
Dímelo, Alfa, tenemo' la calle craquea' en doscientos setenta y cinco cantos
Es una vuelta y maroma ¡Rrr!, y caemo' parado Rrah; ¡yeh!
Yeh, yeh, yeh",M,original
T1_TRAIN_1208,"Salgo en un crucero hacia el mar, destino el caribe
Pero este barco no es normal, está en un alucine
S.O.S. sólo el sexo femenino está presente
A lo mejor, esto es un error o es que tengo suerte

Yo solo aquí oh que va a suceder
Con tanta mujer

Perdido en un barco
Perdido en sus brazos
Con este barco en alta mar, perdido yo

En el aire una sensación, a coco y piel tostada
Me despierta cierta tentación y salgo de la cama
Conmoción, las figuras van desnudas bien bronceadas
Exitación, sentimiento viceral acelerado

Esto es demasiado
Me siento devorado
Estoy muy desahuciado
Más sé la solución
Quedarme yo aquí, con todas junto a mí",NM,original
T1_TRAIN_1209,"Uah, uah, hehe
Mera, dime Karol G, bebesita Oh-oh, oh-oh
Anuel Oh-oh
Real hasta la muerte ¿oíste, bebé? brr Oh-oh, oh-oh

Baby, tú tienes marido y yo me enredé en tu piel Uah
Y tú te enamoraste de mí, baby, ya yo lo sé Uah
Y él te falló, pero tú le fallaste también
Y las traiciones se pagan con otra traición también

Tú eres infiel, eh
Te gusta ganar, no te gusta perder Perder
Y los maridos son buenos amantes
Cuando están traicionando a su mujer Mujer
Y las traiciones te marcan
Y nunca te olvidan Uah
Y te cambian la vida
Y si no te fallan en la entrada
Te fallan en la salida Oh-oh
Y nunca te cambian por algo mejor
Te cambian por algo más rico Más rico
Bebesita, bonita, blanquita
Bien rica como Lynette Chico
Tocándote, y mordiéndote toda y rompiéndote, eh
Ahogándote, apretándote toda, estrujándote, uah

Yo sólo me cobré mi parte
Y nos dieron ganas de irnos para la calle, eh Uh
Y salí con él para olvidarte
Y para recordar lo que es un buen amante, uh
Siempre que nos vemos
Nos reímos, y hablando la pasamos bueno
Siempre que lo hacemos
No podemos evitar las ganas que tenemos
Él y yo nos queremos
Pero claro está que en el amor no creemos
Ay, qué rico como él y yo nos comemos
Ahora me llama
Diciendo que me extraña en su cama
Pero para mí no existes, bebé, te olvidé
Quieres prometerme, pero ya lo sé, uoh
Que el que falla una vez, te falla dos y tres

Oh-oh-oh-oh, no
Oh-oh-oh-oh-oh, eh-eh-eh
Oh-oh-oh-oh, no te cambian por algo mejor",M,original
T1_TRAIN_1210,"Luces y sombras
Una extraña armonía y un frío lugar donde llegar

Danza de cosas
Lo liviano del aire flota aquí al esperar

Todo lo amado del mundo recae en ti
Y me siento en una calle oculta donde se hace tarde
Tanto luces como sombras
De la mano en mi alma juegan
No me duele esperarte solo aquí
Pero me voy

No sé cómo decírtelo
Me cansé de servirte así

El día no responde
Como haré para amarte sin andar recorriéndote

No veo diluvio
Solo lágrimas juntas sin sin dolor y sin amor

Hay un cuenco de flores sobre fondo azul
Y parece que el silencio escapa de su boca al cielo
Tanto luces como sombras
Hoy te alejan del tiempo y de tu amor
Lo que me alumbre me ciegue desde ya
Será sin ti",NM,original
T1_TRAIN_1211,"Este bosque es perfecto para matarte
En siete kilómetros no hay nadie para salvarte
Te he traído algo que he robado
No te diré que es ni de donde lo he sacado
Desde que te conozco te he querido
Por eso siempre atiendo a tus silbidos o a veces no

Si desordeno tus letras te llamas Eva
Eva estoy bajo el árbol buscando manzanas nuevas
Siempre guardo un tiro en mi escopeta
Por si muevo el árbol y no cae
Quiero ser el polo que te atrae e ir a hacer picnic
Chatear sin nick, mil y un selfies Pic, pic
Vamos a pescar patos y si alguno te secuestra te rescato
Y luego lo mato
Escribo estas lineas en rojo
Porque contigo es el único bolígrafo que cojo
Tú eras mi morena perfecta
Porque no te reprimes y lo aceptas
Cuando mueras, diez gatos vendrán
De todos los colores y al oído te dirán:
Muerte entre las flores
Nadie se quiere como tú y como yo
Ya solo hablo con Matahari
Recuerdo tu pelo intentando erizarlo
Mirando el horizonte sin saber como alcanzarlo

Muerte entre las flores",M,original
T1_TRAIN_1212,"Te pido que comprendas
Vos son insuficiente
Hay penas que hacen daño
Hay penas que son prendas
Si acaso estoy llorando
Tal vez es porque quiera
También conozco la cara del punto muerto
También te quiero a ti
No hay nada más decente en mi corazón",NM,original
T1_TRAIN_1213,"Ye-ieh
Zion, baby
Hello, yo te llamé porque necesito hablarte
Yo llevo tiempo intentando olvidarte
Tan solo dime si lo nuestro acabó

Y si tu amor se perdió en la nada
Si duermes en otros brazos y en otra cama
Si dejas tu perfume enredado en mi almohada
Como le hago para olvidarte, como olvidarte más

Así es que lo hacemos
Zion y Lennox, baby
La Z y la L
Di, di, díselo Luian
Wise The Gold Pen
Alex Killer
La combinación más letal
Tú sabes, 14F
Motivan2
Motivándote
Uoh-uohh
Yeh-yeh
Los Metálicos
Baby Records Inc",NM,original
T1_TRAIN_1214,"Bésame, bésame mucho
Como si fuera esta noche la última vez
Que tengo miedo perderte, perderte otra vez",NM,original
T1_TRAIN_1215,"h eh oh Como cambia la vida
Vos sabés, cómo te esperaba
Cuánto te deseaba
No, si vos sabés
Vos sabés, que a veces hay desencuentros
Pero cuando hay un encuentro de dos almas trae luz
Vos sabés, que cuando llegaste cambiaste el olor de mis mañanas
Vos sabés, que el día en que tu madre vino
Y me dijo con ojos mojados que ibas a venir

Cuando el doctor dijo Señor, lo felicito es un varón
¿Cómo poder explicarte?
El amor de un padre a un hijo, no se puede comparar
Es mucho más que todo
No, si vos sabés

Vos sabés
Todo, todo, todo, todo es el amor
En la calle, en la familia codo a codo
Como cambia la vida
Yo no me quedo nunca más solo, solo

Los observo mientras tu madre te mece
Y me hace sentir fuerte mirarte crecer
La emoción que llevo dentro
Comparto en este cantar
Con los que miran al frente, de noble corazón",NM,original
